哺乳期可以吃五维赖氨酸颗粒嘛,"['哺乳期', '可以', '吃', '五维', '赖氨酸', '颗粒', '嘛']",治疗方法,5
心脏损伤可以看啥科室,"['心脏损伤', '可以', '看', '啥', '科室']",所属科室,6
不知孩子肚子是否有虫。,"['不知', '孩子', '肚子', '是否', '有虫', '。']",相关病症,4
男性尿路分叉有什么原因造成的？,"['男性', '尿路', '分叉', '有', '什么', '原因', '造成', '的', '？']",病因,1
心悸看什么科,"['心悸', '看', '什么', '科']",所属科室,6
苔藓样念珠状疹治好的可能性,"['苔藓样念珠状疹', '治好', '的', '可能性']",治愈率,8
老年痴呆症患者在饮食方面应该注意什么问题？,"['老年痴呆症', '患者', '在', '饮食', '方面', '应该', '注意', '什么', '问题', '？']",禁忌,9
心脏病高血压吃什么,"['心脏病', '高血压', '吃', '什么']",预防,2
您好椎动脉型颈椎病得治疗几个小时,"['您好', '椎动脉型颈椎病', '得', '治疗', '几个', '小时']",治疗时间,11
老年肺栓塞是什么病,"['老年', '肺栓塞', '是', '什么', '病']",定义,0
风湿性心脏病吃螺旋藻好吗,"['风湿性心脏病', '吃', '螺旋藻', '好', '吗']",治疗方法,5
您好包茎要挂什么科室,"['您好', '包茎', '要', '挂', '什么', '科室']",所属科室,6
您好尿道上裂挂啥科,"['您好', '尿道上裂', '挂', '啥', '科']",所属科室,6
什么是先天性心脏病？,"['什么', '是', '先天性心脏病', '？']",定义,0
冒昧问一下荨麻疹性血管炎会传给孕妇吗,"['冒昧', '问', '一下', '荨麻疹性血管炎', '会', '传给', '孕妇', '吗']",传染性,7
请问医生肾结石吃什么药好的快,"['请问', '医生', '肾结石', '吃', '什么', '药好', '的', '快']",治疗方法,5
冷水洗肛门对治愈痔疮效果好吗？有什么医学依据？,"['冷水', '洗', '肛门', '对', '治愈', '痔疮', '效果', '好', '吗', '？', '有', '什么', '医学', '依据', '？']",其他,12
支气管肺隔离症应该看啥医生,"['支气管肺隔离症', '应该', '看', '啥', '医生']",所属科室,6
怀孕可以开塞露吗？？？？？?,"['怀孕', '可以', '开塞露', '吗', '？', '？', '？', '？', '？', '?']",其他,12
睾丸下降手术后会对生育有影响吗？,"['睾丸', '下降', '手术', '后会', '对', '生育', '有', '影响', '吗', '？']",其他,12
我老是头疼，这样的情况需要送往医院治疗吗？,"['我', '老', '是', '头疼', '，', '这样', '的', '情况', '需要', '送往', '医院', '治疗', '吗', '？']",治疗方法,5
男胎几个月能看到睾丸？,"['男胎', '几个', '月', '能', '看到', '睾丸', '？']",其他,12
宝宝三个月大，拉肚子都七天了都不见好转,"['宝宝', '三个', '月', '大', '，', '拉肚子', '都', '七天', '了', '都', '不见', '好转']",病因,1
1岁宝宝宝突然不吃饭怎么了，还吐,"['1', '岁', '宝宝', '宝', '突然', '不', '吃饭', '怎么', '了', '，', '还', '吐']",临床表现(病症表现),3
药流孕囊流出来的感觉怎么办？,"['药流', '孕囊流', '出来', '的', '感觉', '怎么办', '？']",治疗方法,5
我觉得恶心.难受.浑身难受,"['我', '觉得', '恶心', '.', '难受', '.', '浑身', '难受']",其他,12
我需要买佐匹克隆片,"['我', '需要', '买佐匹', '克隆', '片']",其他,12
"肛裂是怎么引起的,怎么治,用什么药好,","['肛裂', '是', '怎么', '引起', '的', ',', '怎么', '治', ',', '用', '什么', '药好', ',']",治疗方法,5
胃消化不好怎么办,"['胃', '消化', '不好', '怎么办']",治疗方法,5
身高28厘米，体重33公斤正常吗,"['身高', '28', '厘米', '，', '体重', '33', '公斤', '正常', '吗']",其他,12
你好，麻烦问一下会厌炎得治疗几个小时,"['你好', '，', '麻烦', '问', '一下', '会厌炎', '得', '治疗', '几个', '小时']",治疗时间,11
你好！常见的肾结石的病因有那些？,"['你好', '！', '常见', '的', '肾结石', '的', '病因', '有', '那些', '？']",病因,1
四个月的宝宝吐奶有酸奶味正常吗,"['四个', '月', '的', '宝宝', '吐奶', '有', '酸奶', '味', '正常', '吗']",病因,1
内痔需要注意什么？,"['内痔', '需要', '注意', '什么', '？']",禁忌,9
肛肠科内漏怎么治用手术吗,"['肛肠科', '内漏', '怎么', '治用', '手术', '吗']",治疗方法,5
该怎么治疗运动性哮喘效果最好,"['该', '怎么', '治疗', '运动性', '哮喘', '效果', '最好']",治疗方法,5
我是肾功能不全，现在感冒，嗓子疼，应该吃什么药？,"['我', '是', '肾功能不全', '，', '现在', '感冒', '，', '嗓子疼', '，', '应该', '吃', '什么', '药', '？']",治疗方法,5
怎么治疗先天性肌病,"['怎么', '治疗', '先天性', '肌病']",治疗方法,5
如果得了无痛性心肌梗死要看什么科,"['如果', '得', '了', '无痛性心肌梗死', '要', '看', '什么', '科']",所属科室,6
新生宝宝便秘怎么办？,"['新生', '宝宝', '便秘', '怎么办', '？']",治疗方法,5
轻度脑中风后两脚行动不便可否康复,"['轻度', '脑中风', '后', '两脚', '行动不便', '可否', '康复']",治愈率,8
问一下虹膜睫状体炎治愈率多高,"['问', '一下', '虹膜睫状体炎', '治愈率', '多高']",治愈率,8
一岁半小孩腹泻怎么办,"['一岁', '半', '小孩', '腹泻', '怎么办']",治疗方法,5
怀孕严重便秘怎么办啊,"['怀孕', '严重', '便秘', '怎么办', '啊']",治疗方法,5
打小木板吃接骨续筋片,"['打小', '木板', '吃', '接骨', '续筋片']",其他,12
2您好，请问预防心肌梗死复发的药有卖的吗？,"['2', '您好', '，', '请问', '预防', '心肌梗死', '复发', '的', '药', '有', '卖', '的', '吗', '？']",治疗方法,5
大便干，疼，有血，是痔疮。痔疮根据病况分几种？,"['大便', '干', '，', '疼', '，', '有血', '，', '是', '痔疮', '。', '痔疮', '根据', '病况', '分', '几种', '？']",定义,0
你好，麻烦问一下喉乳头状瘤易感人群是什么人,"['你好', '，', '麻烦', '问', '一下', '喉乳头状瘤', '易感', '人群', '是', '什么', '人']",传染性,7
尿频尿急，尿等待，怎么办？,"['尿频', '尿急', '，', '尿', '等待', '，', '怎么办', '？']",治疗方法,5
如果得了灭虫灵中毒可以看啥科室,"['如果', '得', '了', '灭虫灵中毒', '可以', '看', '啥', '科室']",所属科室,6
小儿腹股沟斜疝属于什么科,"['小儿腹股沟斜疝', '属于', '什么', '科']",所属科室,6
肝癌的家族聚集性是怎么样的？,"['肝癌', '的', '家族', '聚集', '性是', '怎么样', '的', '？']",相关病症,4
我想请问一下，尿频尿急性交疼多梦分泌物多,"['我', '想', '请问', '一下', '，', '尿频', '尿', '急性', '交疼', '多', '梦', '分泌物', '多']",临床表现(病症表现),3
我想请问一下，尿道口发红疼痛是怎么回事,"['我', '想', '请问', '一下', '，', '尿道口', '发红', '疼痛', '是', '怎么回事']",临床表现(病症表现),3
请问月经一直推后怎么办？,"['请问', '月经', '一直', '推后', '怎么办', '？']",治疗方法,5
扩张型心肌病患者吃什么好？,"['扩张型心肌病', '患者', '吃', '什么', '好', '？']",治疗方法,5
三七化痔丸一次吃几粒,"['三七', '化', '痔', '丸', '一次', '吃', '几粒']",其他,12
先天性肺部囊性腺瘤样畸形是什么病,"['先天性', '肺部', '囊性', '腺瘤', '样', '畸形', '是', '什么', '病']",定义,0
孕妇胃炎怎么办？,"['孕妇', '胃炎', '怎么办', '？']",治疗方法,5
高血压能吃肝肾滋吗,"['高血压', '能', '吃', '肝肾', '滋', '吗']",其他,12
宝宝吃什么鱼肝油好？,"['宝宝', '吃', '什么', '鱼肝油', '好', '？']",其他,12
生痔疮怎么自愈,"['生', '痔疮', '怎么', '自愈']",治疗方法,5
糖尿病可治不,"['糖尿病', '可治', '不']",治愈率,8
心绞痛的症状是什么引起的,"['心绞痛', '的', '症状', '是', '什么', '引起', '的']",定义,0
您好绝经期关节炎治疗多长时间,"['您好', '绝经期关节炎', '治疗', '多长时间']",治疗时间,11
你好我问一下，我呼吸困难是不是是身体缺氧,"['你好', '我', '问', '一下', '，', '我', '呼吸困难', '是不是', '是', '身体', '缺氧']",病因,1
色素性荨麻疹治好要多少天,"['色素性荨麻疹', '治好', '要', '多少', '天']",治疗时间,11
如果得了外阴上皮样肉瘤症候,"['如果', '得', '了', '外阴上皮样肉瘤', '症候']",临床表现(病症表现),3
什么是房间隔缺损封闭术？,"['什么', '是', '房间隔缺损', '封闭', '术', '？']",定义,0
请问月经流血时间过长怎么办？,"['请问', '月经', '流血', '时间', '过长', '怎么办', '？']",治疗方法,5
脑出血后引起的坠积性肺炎要怎么办？,"['脑出血', '后', '引起', '的', '坠积', '性肺炎', '要', '怎么办', '？']",治疗方法,5
九个月宝宝吐奶,"['九个', '月', '宝宝', '吐奶']",临床表现(病症表现),3
什么是喝酒强迫症,"['什么', '是', '喝酒', '强迫症']",定义,0
曾经有过脑血栓，近段时间额头中间很痛，是怎么回事,"['曾经', '有过', '脑血栓', '，', '近', '段时间', '额头', '中间', '很痛', '，', '是', '怎么回事']",病因,1
孕妇如何预防胎儿发生先心病？,"['孕妇', '如何', '预防', '胎儿', '发生', '先心病', '？']",预防,2
您好膀胱损伤得治疗几个小时,"['您好', '膀胱损伤', '得', '治疗', '几个', '小时']",治疗时间,11
您好老年久病卧床会人传人不？,"['您好', '老年久病卧床', '会人', '传人', '不', '？']",传染性,7
前列腺结石是怎么形成的请知道的医生说一下，谢谢,"['前列腺结石', '是', '怎么', '形成', '的', '请', '知道', '的', '医生', '说', '一下', '，', '谢谢']",病因,1
丝状角膜病变我会感染吗,"['丝状角膜病变', '我会', '感染', '吗']",传染性,7
手淫导致jb跟睾丸变小该怎么办？,"['手淫', '导致', 'jb', '跟', '睾丸', '变小', '该', '怎么办', '？']",其他,12
外痔疮怎么治疗最好,"['外', '痔疮', '怎么', '治疗', '最好']",其他,12
小儿癫痫发作诱发失语综合征要做哪些检查,"['小儿癫痫发作诱发失语综合征', '要', '做', '哪些', '检查']",化验/体检方案,10
"顺产后,有痔疮,怎么办????","['顺产', '后', ',', '有', '痔疮', ',', '怎么办', '?', '?', '?', '?']",治疗方法,5
结肠炎的食疗？,"['结肠炎', '的', '食疗', '？']",治疗方法,5
胎盘有什么用途？,"['胎盘', '有', '什么', '用途', '？']",病因,1
放射病治疗时间长吗,"['放射病', '治疗', '时间', '长', '吗']",治疗时间,11
打扰问一下小儿贾第虫病治好要多少天,"['打扰', '问', '一下', '小儿贾第虫病', '治好', '要', '多少', '天']",治疗时间,11
前列腺病能否治好,"['前列腺病', '能否', '治', '好']",治愈率,8
我的屁股左側上方腰下的地方很痛,"['我', '的', '屁股', '左側', '上方', '腰下', '的', '地方', '很痛']",临床表现(病症表现),3
请问宝宝便秘怎么办呢,"['请问', '宝宝', '便秘', '怎么办', '呢']",治疗方法,5
癌症该如何预防,"['癌症', '该', '如何', '预防']",其他,12
我最近大便也常出血，而且量很多,"['我', '最近', '大便', '也', '常', '出血', '，', '而且', '量', '很多']",临床表现(病症表现),3
请问出现黄疸的原因，以及治疗的方法,"['请问', '出现', '黄疸', '的', '原因', '，', '以及', '治疗', '的', '方法']",治疗方法,5
胰腺癌伴腹膜后淋巴结转移，腹腔干受侵。,"['胰腺癌', '伴', '腹膜', '后', '淋巴结', '转移', '，', '腹腔', '干受', '侵', '。']",临床表现(病症表现),3
神经性头痛的病因有什么?,"['神经性头痛', '的', '病因', '有', '什么', '?']",病因,1
心肌梗死如何治疗？,"['心肌梗死', '如何', '治疗', '？']",治疗方法,5
滴白，小便生殖器有疼痛，吃什么药根除？,"['滴白', '，', '小便', '生殖器', '有', '疼痛', '，', '吃', '什么', '药', '根除', '？']",治疗方法,5
请问浅表性胃炎的最佳治疗药物是,"['请问', '浅表性胃炎', '的', '最佳', '治疗', '药物', '是']",治疗方法,5
你好，麻烦问一下动脉导管未闭是否会传染？,"['你好', '，', '麻烦', '问', '一下', '动脉导管未闭', '是否', '会', '传染', '？']",传染性,7
妊娠合并偏头痛是什么病,"['妊娠合并偏头痛', '是', '什么', '病']",定义,0
稳定型心绞痛如何联合用药,"['稳定型心绞痛', '如何', '联合', '用药']",治疗方法,5
冒昧问一下淋菌性结膜炎是否会传染？,"['冒昧', '问', '一下', '淋菌性结膜炎', '是否', '会', '传染', '？']",传染性,7
宝宝大便都不拉,"['宝宝', '大便', '都', '不', '拉']",临床表现(病症表现),3
肾宝片能不能和降糖药一起吃呢？,"['肾宝', '片能', '不能', '和', '降糖药', '一起', '吃', '呢', '？']",禁忌,9
痔疮发作的时候是否会对小便有影响？,"['痔疮', '发作', '的', '时候', '是否', '会', '对', '小便', '有', '影响', '？']",其他,12
成人脐疝我会染上吗,"['成人脐疝', '我会', '染上', '吗']",传染性,7
请问用什么方法治疗阴道炎比较好？,"['请问', '用', '什么', '方法', '治疗', '阴道炎', '比较', '好', '？']",其他,12
冒昧问一下先天性脑积水要挂什么科室,"['冒昧', '问', '一下', '先天性脑积水', '要', '挂', '什么', '科室']",所属科室,6
您好新生儿呼吸暂停有什么一同发生,"['您好', '新生儿呼吸暂停', '有', '什么', '一同', '发生']",相关病症,4
急性心肌梗死的诱发因素有哪些？,"['急性心肌梗死', '的', '诱发', '因素', '有', '哪些', '？']",病因,1
打扰问一下斑疹伤寒能感染到其他人吗,"['打扰', '问', '一下', '斑疹伤寒', '能', '感染', '到', '其他人', '吗']",传染性,7
便脓便血有什么方法可以治疗？,"['便', '脓', '便血', '有', '什么', '方法', '可以', '治疗', '？']",治疗方法,5
膀胱炎如何检查？贵阳哪家检查好？,"['膀胱炎', '如何', '检查', '？', '贵阳', '哪家', '检查', '好', '？']",其他,12
胸骨骨折是什么病,"['胸骨骨折', '是', '什么', '病']",定义,0
如何做避开肺风粉刺,"['如何', '做', '避开', '肺风粉刺']",预防,2
